StartDate,CanBook,Location,Title
"2023-02-11T09:00:54",false,"Cabragh Wetland Thurles","Being A Scouter"
"2023-02-11T09:00:45",false,"Clara Scout Den        ","Being A Scouter"
"2023-02-11T09:00:11",false,"Clarmorris Den","Adventure Skills Facilitator"
"2023-02-11T09:00:00",false,"Coolevin Scout Den","Being A Scouter"
"2023-02-08T19:00:44",false,"Kildalkey Scout Den","Safeguarding Training"
"2023-02-07T19:00:26",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-02-07T19:00:18",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-02-04T09:00:45",false,"Brook Park Dunmanway","Being A Scouter"
"2023-02-04T09:00:40",false,"St Flannans College Ennis","Youth Led Programme"
"2023-01-28T09:00:22",false,"Milltownpass Community Centre","Being A Scouter"
"2023-01-28T09:00:09",false,"Shannonbanks Scout Hall ","Being A Scouter"
"2023-01-25T19:30:54",false,"ONLINE VIA ZOOM","Safeguarding Refresher Training"
"2023-01-23T19:00:46",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-01-21T09:00:46",false,"Kilcully Scout Campsite","Being A Scouter"
"2023-01-19T19:00:38",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-01-19T19:00:11",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-01-18T19:00:04",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2023-01-14T09:30:12",false,"Kilcully Scout Campsite","Safeguarding Training"
"2023-01-14T09:00:30",false,"Hillgrove Hotel Monaghan","Group Leader/County Commissioner - Modules 2 & 3"
"2023-01-07T09:00:56",false,"29 Dub Blackrock Den","Being A Scouter"
"2023-01-01T19:00:55",false,"ONLINE VIA ZOOM","The Story of Scouting eLearning Module"
"2023-01-01T09:00:56",false,"Larch Hill National Campsite","Adventure Skills Facilitator"
"2023-01-01T09:00:49",false,"Larch Hill National Campsite","Skills Course"
"2023-01-01T09:00:27",false,"Larch Hill National Campsite","Adventure Skills Facilitator"
"2023-01-01T09:00:24",false,"Larch Hill National Campsite","Adventure Skills Facilitator"
"2022-12-14T19:00:15",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-12-14T09:00:37",false,"Dalkey Scout Den","The Story of Scouting Interactive"
"2022-12-10T09:00:52",false,"St Paul's Scout Hall, Waterford","Being A Scouter"
"2022-12-10T09:00:07",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2022-12-03T09:00:49",false,"Howth Scout Den","Being A Scouter"
"2022-12-02T17:00:26",false,"St Olivers Hall","Safeguarding Training"
"2022-11-30T19:00:50",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-11-29T18:00:16",false,"Clongriffin","Safeguarding Training"
"2022-11-26T09:30:14",false,"Castleconnell Campsite, Castleconnell, Limerick","Safeguarding Training"
"2022-11-26T09:00:20",false,"Kilcully Scout Campsite","Being A Scouter"
"2022-11-26T09:00:13",false,"5th Meath Kells Scout Den","Being A Scouter"
"2022-11-24T19:00:48",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-11-20T09:00:48",false,"Ruan Campsite","Skills Course"
"2022-11-19T09:00:27",false,"Kildalkey Scout Den","Youth Led Programme"
"2022-11-19T09:00:20",false,"Ballyhornan Scout Centre","Being A Scouter"
"2022-11-16T19:00:48",false,"ONLINE VIA ZOOM","Overnights Camping & Adventures (Domestic)"
"2022-11-12T09:00:52",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2022-11-12T09:00:38",false,"Dunboyne Scout Den","Being A Scouter"
"2022-11-09T19:00:32",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-11-09T19:00:12",false,"ONLINE VIA ZOOM","Safe Guarding eLearning Module"
"2022-11-08T19:00:22",false,"Dalkey Scout Den","The Story of Scouting Interactive"
"2022-11-08T09:00:22",false,"Raheny Scout Den","Safeguarding Training"
"2022-11-05T09:30:47",false,"Kilcully Scout Campsite","Safeguarding Training"
"2022-11-05T09:00:27",false,"St Flannans College Ennis","Being A Scouter"
"2022-11-05T09:00:18",false,"Arklow Scout Den","Being A Scouter"
"2022-11-05T09:00:14",false,"St Flannans College Ennis","Youth Led Programme"
"2022-11-05T09:00:00",false,"Oriel House Hotel","Group Leader/County Commissioner - Modules 2 & 3"
"2022-10-26T19:00:14",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-10-26T19:00:04",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-10-25T19:00:12",false,"Dunboyne Scout Den","Safeguarding Training"
"2022-10-24T19:00:34",false,"Dolphin's Barn Scout Den","Safeguarding Training"
"2022-10-22T09:30:11",false,"TRALEE SCOUT HALL             ","Safeguarding Training"
"2022-10-22T09:00:37",false,"LOUGH KEEL                    ","Skills Course"
"2022-10-22T09:00:17",false,"1st Kilkenny Scout Den","Youth Led Programme"
"2022-10-22T09:00:05",false,"The Lucan Centre","Youth Led Programme"
"2022-10-20T19:00:45",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-10-15T09:00:41",false,"St Patricks Girls School","Being A Scouter"
"2022-10-15T09:00:24",false,"Petersburg Outdoor Education Centre","Being A Scouter"
"2022-10-15T09:00:16",false,"Petersburg Outdoor Education Centre","Being A Scouter"
"2022-10-14T09:00:41",false,"Burncourt Scout Campsite","Adventure Skills Facilitator"
"2022-10-13T20:00:55",false,"Ballyhornan Scout Centre","Youth Led Programme"
"2022-10-11T19:00:35",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-10-11T19:00:22",false,"177Dub Glasnevin Scout Den","Safeguarding Training"
"2022-10-11T19:00:13",false,"Dolphin's Barn Scout Den","Safeguarding Training"
"2022-10-11T09:00:07",false,"5th Kildare Athy Scout Den","The Story of Scouting Interactive"
"2022-10-08T09:00:40",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2022-10-08T09:00:18",false,"Kilcully Scout Campsite","Being A Scouter"
"2022-10-08T09:00:12",false,"SHARE CENTRE                  ","Being A Scouter"
"2022-10-08T09:00:10",false,"23rd Kildare Sallins Scout Den","Being A Scouter"
"2022-10-05T19:00:54",false,"177Dub Glasnevin Scout Den","Safeguarding Training"
"2022-10-05T19:00:47",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-10-02T19:00:02",false,"Corduff Scout Den","Safeguarding Training"
"2022-10-01T09:30:11",false,"Kilcully Scout Campsite","Safeguarding Training"
"2022-09-29T19:00:03",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-28T19:00:36",false,"Lakelands Athlone","Safeguarding Training"
"2022-09-27T19:00:10",false,"Rathoath Scout Den","Safeguarding Training"
"2022-09-27T19:00:00",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-26T19:00:26",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-24T09:30:10",false,"Cabragh Wetland Thurles","Safeguarding Training"
"2022-09-24T09:00:56",false,"1st Kilkenny Scout Den","Being A Scouter"
"2022-09-24T09:00:37",false,"Dolphin's Barn Scout Den","Being A Scouter"
"2022-09-24T09:00:20",false,"Corduff Scout Den","Being A Scouter"
"2022-09-21T19:00:11",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-19T17:00:22",false,"Corduff Scout Den","Safeguarding Training"
"2022-09-17T09:00:44",false,"The Lucan Centre","Being A Scouter"
"2022-09-13T19:00:54",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-12T19:00:13",false,"Brackenstown Scout Den","Safeguarding Training"
"2022-09-12T19:00:09",false,"Cabragh Wetland Thurles","Safeguarding Training"
"2022-09-08T19:00:32",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-06T19:00:26",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-06T19:00:00",false,"ONLINE VIA ZOOM","Safeguarding Training"
"2022-09-03T09:30:11",false,"Brook Park Dunmanway","Safeguarding Training"
